sentence,emotion
thought factory: left-right polarisation! #trump #uselections2016 #leadership #politics  #brexit #blm ~6 ,0.25
thought factory: left-right polarisation! #trump #uselections2016 #leadership #politics  #brexit #blm ~7 ,0.25
thought factory: left-right polarisation! #trump #uselections2016 #leadership #politics  #brexit #blm +12 ,0.25
thought factory: left-right polarisation! #trump #uselections2016 #leadership #politics  #brexit #blm +14 ,0.25
thought factory: left-right polarisation! #trump #uselections2016 #leadership #politics  #brexit #blm +5 ,0.25
thought factory: left-right polarisation! #trump #uselections2016 #leadership #politics  #brexit #blm +8 ,0.25
Throat hurts ,0
"Throwing up all night, dammitt  Feeling good now though  How about those sucky soap awards? Nobody who deserves to win ever does ",0
Time for breakfast and then off to work. Going to visit a musical tonight. Looking forward to that ,1
Time for nite nite I guess ,1
time for the Monday morning meeting  Anyone else want to go in my place? Anyone ...anyone at all???,0
time to #grabyourwallet  &amp; boycott @user who gives book deal to  troll banned by twitter ,0.25
Time to read legal docs ,0
tired ... still and now i have to work with my crazy boss all day ,0
Tired and bored... All my friends aren't in contact with me  and nothing to do at home...,0
tired and not feelin work later ,0
Tired as ever! Ready for bed! ,1
"tired tired tired, had to get up early for the doctors this am  x",0
"Tired with a headache  .. yes, I am whinging!",0
"Tired, hope work is better today. ",0
'tis the season: #trump #newyork co-chair makes  'gorilla' remark about #michelleobama - #carl #paladino  #disgraceful,0.25
"to all of those, who answer  replies to my youtube comments...you do not, i repeat you do not know me when i'm angry #goodluck",0.25
TODAAAAAY! Let's show Nottingham how things are done! ,1
today 1000 s! @user  #pornstars @user @user ,0.25
today felt like another fricken day out in the battlefield. but i definitely won the war this day. luv ya my frenz ,1
Today I performed for the first and last time at the Grebel talent show. 4 exams left until undergrad is over ,1
today is our two month anniversary!!! i love you sooooooo much Diana. omg you dont even know  TAR HEELS WON THE NCAA WOOT!!!!!,1
Today is pay day! Unfortunatly my direct deposite didn't start yet so I gotta go to the store... ,0
Today is the anniversary of Columbine. ,0
TODAY is THE day  Can�t wait to see you Jacqui   Can�t stop singing lady gaga�s poker face. it�s addictive xD. Last day of school today!,1
Today isnt looking pretty hot. A dark cold rainy day is upon us ,0
"Today its biz side vs dev side @yunoo  Tennis, bowling &amp; beers! Let the games begin...",1
"Today my sister tried to burn a wart off my finger with dry ice. She missed the wart, got my finger. Now it hurts ",0
"today was a good day, I love good daysss  wonder what tomorrow is gunna bring!",1
Today was good  Going to shower now. Then watch Family Guy.,1
Today was so great.  My roommate and I played some soccer and I also got a nice run in on this sunny day  Time for some reading and sleep.,1
today's  donkey #zionazi who is proud of murdering real palestinian semitic children - thats what i callâ¦ ,0.25
todays  donkey #zionazis are proud of murdering real palestinian semitic children - thats what i callâ¦ ,0.25
today's not really my day ,0
Today's the anniversary of Columbine ,0
tomorrow is a big big day. first day at the new job  uhh so nervous.,1
Tomorrow is my friday!  +it's a late day for me. Thank goodness. ,1
tomorrow should be a great day! im actually going on a date! wow..this should be interesting! ,1
Too bad I won't be jumpin from this plane ,0
Too busy to reply to people this morning ,0
too fucking early ,0
too many issues with adobe audition and windows 7. had to go back to windows xp ,0
"Too sunny outside, don't want to work today. Shame I'm in till 8pm ",0
top stories from   featuring @user @user @user #christmas ,0.25
Totally in awe of Firebug for Firefox. Wow.. now that is a cool tool ,1
Tous les h�bergements sont mysql ,0
track meet.. it's supposed to rain ,0
Training course today so just hope to stay awake through it ,1
transsexy naked  boob ,0.25
TRC with a rash on my face and neck. UGH  FLM,0
"trophy. i have always been one. by @user  ""educate yourself,""   #saturdayblogshareâ¦ ",0.25
Trouble staying awake xx trouble with going to bed late  hope don't end up asleep on keyboard!! i think work colleagues may notice!,0
true wife sex stories  chick gets fucked ,0.25
trump ally wishes mad cow disease death for obama #unfittobeinpublicoffice #ugly #reprehensible   ,0.25
trump campaign official wants michelle obama to be âlet looseâ to live with african apes  #notmypresident ,0.25
trump is a cuck  @user #nazi #swastika #ebay! #trump #donaldtrump #republicans #kkk #whitepower  ,0.25
trump new york co-chair won't resign despite racist remarks about obamas  #politics #obama  #schools,0.25
trump ny co-chair makes racist remarks about michelle obama  #p2 #p21 #fyi  #tcot,0.25
"trump ny co-chair: i want obama to die of mad cow disease and michelle to ""go back to being a male""   #trump",0.25
trump real estate buddy carl paladino wishes obama dead of mad cow disease in 2017  â¦ ,0.25
trump trumps love #trump #donaldduck #sweetpotato #bigotry  mustfall #rachelmaddow #rhashtags #epitomeofsorrow #defineepitome,0.25
"trump, brexit based on misconceptions about race and nationality, says renowned philosopher | cbc radio  ",0.25
trumpâs odd nye tweet to âenemiesâ  #trump 'the odd man out' #economy #hype self serving #fool #idiot ,0.25
trumps associates are a classy bunch. ,0.25
trumps wall is not about . the coal fired electrical producers need to dispose of #sulfur fly ash stockpiles. ,0.25
Trying out the new Riedel glasses ,1
Trying out tweetie for Mac to see if it fits what I want in a twitter client.... No ,0
Trying out tweetie for mac... annoyed @tommyDarko beat me to it ,0
Trying out twhirl. Took a bit of fiddling to get Air and it running under 64 bit Ubuntu. Shows boxes for Thai letters ,0
Trying really hard to find something by Audrey Kawasaki or James Jean that I can actually afford.. failing miserably ,0
Trying so hard but Can't sleeeep...chattin with my girl britney.     surround urself with real positive people.,1
"Trying something new.  New job, new hopes, dreams.... ",1
Trying to enjoy the last couple of days of the holidays before returning to school ,0
Trying to figure out a way to end TGIF relationship amicably. ,0
Trying to figure out a way to pay it forward ,1
Trying To Figure Out This Twitter Thing ,1
trying to figure this thing out ,1
Trying to find more info on a guy who was maimed at work Friday.  ,0
trying to get my head round how twitter works! Will have to wait till later - got to go to work  way too sunny!,0
trying to study through a tummy ache ,0
trying to work through this &quot;virtual port xxxx has already been defined!&quot; error on an SSG5. fyi virtual port has not been defined. ,0
"Trying Twhirl on Linux, seems working fine, but TweetDeck is not ",0
"Tune Hotels, has opened bookings for brand new rooms in its upcoming new hotels in Kuching. ",1
turkish style = ek sure  re: http://ff.im/1XWae,1
"Tweet!: 10:33 God, I feel like hell this morning. 10:35 @ SerenitySprings Aww, that blows. A lot.  10:37 Also,.. http://tinyurl.com/dnzpug",0
"Tweet!: 10:33 God, I feel like hell this morning. 10:35 @ SerenitySprings Aww, that blows. A lot.  10:37 Also,.. http://tinyurl.com/dnzpug",0
tweetdeck died on me ,0
TweetDeck supports ?????? ,1
Tweetie has no growl support  I thought that is a given on Mac applications these days?,0
Tweetie won't open on my mac ,0
Tweetie: Can you mark tweets as read? Can you change the refresh rate? Can you make full screen? Is there a notification sound? Answer-No ,0
tweeting from my brand new Sony PSP... just because I CAN!!  ,1
"Twidroid installed, lets spam twitter with the g1 google mobile ",1
TwitPic ging nicht ,0
twitter + cellphone = will not effing work! ,0
Twitter could be ruined   http://bit.ly/psZVD,0
twitter is confusing ...... help!!!!!   ,0
Twitter isnt sending to my phone ,0
two bots one girl  @user @user @user #tcot #p2 #feminism  #sjw #sjwlogic,0.25
two new hurley shirts today  jealous?,1
two tests down..  three tests and a twenty first birthday to go..  ,1
ty  @GR8FL - soon I upload too  Emmylou Harris � I'll Be Your Baby Tonight (GR8FL)  ? http://blip.fm/~3x8zc,1
Tylenol Flu Nighttime knocked me out last night....now I felt like I have hang-over! ,0
tyler perry says backlash over his tlc show is 'reverse racism'  ,0.25
tyler perry says backlash over his tlc show is 'reverse racism' - new york daily news  ,0.25
Typical. The weather's lovely and i'm stuck in school ,0
Ubertwitter isn't downloading user pics again  got to shut her down lost 10% of my bat in barely 30 mins. http://myloc.me/53p,0
ubud mozzies dont understand they're not to bite when coil is burning + aeroguard liberally applied ,0
Uggh!  Daughter missed bus AGAIN  I should make her ass walk to school.  BRB,0
"Ugh @TreyDerbes now I have that song in my head! @spoonbender, trey offered us &quot;all access&quot; to his next dance party, sounds kinda sleazy? ",1
Ugh chem lab today ,0
ugh I miss holidays ,0
UGH MONDAY ,0
Ugh sore throat ,0
"Ugh the flight to San Francisco is at 6:30 pm, not am. Now I'm waiting around for an overbooked flight ",0
Ugh today is not going to be a good day  :-x,0
Ugh too earlyy  back to dreaming.,0
ugh why does everything have to remind me of &quot;him&quot;?? ,0
"Ugh!!! Got sick last night, tummys upset, freezing then sweating ...  not good.",0
"ugh, first day back to school  RIP, Columbine Victims.",0
"Ugh, I hate when my feet doesn't reach the floor when I sit at the back of the bus ",0
"Ugh, running so late. I look like crap, and basically just threw on anything, I hate monday morningssss ",0
Ugh. Back to school. Yay. ,0
Ugh. Fucking nightmare just now. It was so friggin scary  its horrible what a mind can dream up.,0
ugh.. the coughing has begun ,0
ugh... allergies are killing me tonight! this house is driving me crazy! you and i should just run off and live in a bubble together  yes?,1
Ugh... Back to the daily grind. Vacation is over  I'm gonna need moar coffee for this.,0
Ughh. It's wayy to early.  Getting my stuff together then off to brockton high. Laterr.,0
Ughh.. Its too freaking early! I need more sleep. ,0
Ughh.. School  Good morning everyone.. Worst classes today dammit! See you all at 4:00 and 35 more days of school yeah!,0
ughh.mom signed me out of school.i feel so ickkyyy  there/is/hope(:,0
Uh back to school today  then work after school. Back to reality.,0
"uhoh....loo has blocked up so it drains slowly... hope it just fixes itself, do not want to have to sort out a plumber tomorrow... ",0
