sentence,sentiment
Picked up Luna from the vet. She looks like she's been crying  I'm not kidding. Her lashes are wet and she has tear trails. My poor bebe!,0
The beer buzz is almost gone.. The world has become complicated again,2
I Wanna be @ JET in the Mirage...     Couldn't get to Hawaii either   *****Someday***** Much Love To THE_WOCKEEZ and SuperCr3w,3
where is everyoneeeeeeeeee ?,2
dude I have 2 more hours  and I'm all done with my work,2
@jUjUbEAN0273 lol yea im thinkin bday bash ! but everybodys lame wants to sit in the house instead of qo wit me  lol,3
"omg! taylor and selena broke up  sooo sad, aw i think i actually like selena now. poor gal.",0
being surrounded by student houses having barbecues and playing shit music is hardly conducive to a good job-applying frame of mind,1
"@drsketchyphilly alas, I am moving   (like where i'm moving too, but the actual moving, ugh) wish I could go too!",2
Took me 2 times to get over the wall. What killed me was the 150 lb dummy that you can't drag. 12  seconds over.,0
friend got mugged this morning,0
@SherriEShepherd Wish you were doing one in San Francisco!,0
@mattiej Sorry ur so swamped w/ work!!  TGIF!!! Glad #Pens play Sat &amp; Sunday!!,0
Headed to Parking Facilities to turn in permit renewal. Not being across from the breakroom means I check snailmail once a month.,1
@Esme_Cullen8 i hate the rain *laughs*. thanks *smiles* i miss her loads i couldnt stop crying before,1
family comes. probably won't be on this weekend,0
I have to give up my beloved Red Sox tickets!! Argh! Meeting was just scheduled in CA...,0
@mileycyrus EVERYONE VOTE FOR MILEY CYRUS FOR THE MTV MOVIE AWARDS BECAUSE I CAN'T THAT DOESN'T WORK AT ME I'M #FRUSTRADED :@,0
@billiemcfly she said no not to nite  x,0
been driving for 3 hours...very carsick,2
And it stopped raining.  Fuckingtastic! ),3
yay doctors  now interview then back 2 the doctor's for blood work,3
I learned that people are very greedy when it comes to freebies.I left toys out for freecyclers and one person tried to take it all.,2
Can feel a headache growing.,0
@tremblah i wishhh!,2
@Bob121378 everything okay?,2
"@Handroll That didn't work, unfortunately.",0
Surgery.,0
@AnAmusedFrog you know the .nds torrent file for it? and i am guessing u have gh:mettallica? christine brought it today for the ps3,2
@PhillyD http://twitpic.com/679tn ...Dude.....how could you?,0
Just finished lunch...Subway Eat Fresh.......now gotta go back to work,2
"@MissLordy If u don't win u can always roll on my pass lol, I don't have anyone to take",2
"last weekday of doing nothing, school starts next week!!!",3
@juicy2009 &amp; I got too much work to do,1
4 days of a whole lot of nothing...,2
at home and sick    http://yfrog.com/17zw1j,0
House Hunting was a PAIN! House Shifting is a SUPER PAIN!! Packing never seems to end  I can't even Imagine Unpacking :-P,0
Back at homes hmm.. i rly am going to miss my boo for 2 days like wtf,0
Another Friday night in. Man being skint is rubbish.,0
"Hmm, $25 to see the Decemberists, but I have to go to Raleigh on a work night... or $95 for cheap seats to the Bolshoi? Probably neither",0
i have perused the #fieldnotes website and it is good.  too bad i must return to work,2
"@realdawnsummers haha, because I'm at &quot;work&quot; and can't read anything",0
not going out with them! there is another guy i like and hopefully ill see fatty when i'm in cali in 8 days. if hes not upset with me.,3
@stereophonics http://twitpic.com/6714p - I feel really emotional  Its been great seeing your pics and keeping up with you.  Gonna m ...,3
Yes we had four gas leaks in our house in the 3 yrs we lived here- that's what u get for buyin an old house,0
@savvybride  That's no good. I'm sorry,0
not certain if it's good to be back home or not.  dropping of car rental now though,0
"yes! its finally friday, and im stuck doing projects",0
nothing,2
"God, I'll miss my bf so fuckin' much!  It's only 2 months now *snÃ¯Â¿Â½ff*",0
&quot;AAARRRGGGGHHH&quot; is the only thing that can decribe how I feel rite now!,2
@Dez705 awww Mary I wish I could come but I'm going away 2morrow,3
I knew Listening to Miley cyrus In The morning was a bad idea!,0
omg maddie in holby is dead. Gutted. loved Nadine lewington and really wanted Maddie and Clifford to get together,0
"@zacofficial  i don't have twitter on my phone, it's sad",0
I want someone to come over so i can take pictures but no one can,2
@itssmarieeee haha i see im so bored rite now.. it seems like everyone is headin to vegas this weekend,2
ummm. no it didnt work so i guess im stuck with this uglyonee,1
Awww my daddy! Got in a car accident! Pray for him! He's shook'n up a lil!,0
I gave up on tumblr because the API isn't pointing to the private account,2
Just found out one of my coworkers that I actually like is leaving.,0
@crystalchappell Jealous.. stuck here with Ohio sun  Safe travels...,3
i REALLY hope my parents don't make me stay home for being sick,0
Re-pinging @NUNU_B: Is it pathetic that I .... Or am I just pathetic ?   naw you a cutie,3
@xShefSx omg my ID aint come back yet  im sooo worried it best be bk by next week or il screamm!!! lmao and yeah u choose! its ur bday x,0
"I got to feel the belly, but not the baby.",2
Have to leave twitter alone for the night..last night in Barcelona   back to Philly tomorrow. Hope u all have a great Friday! Muahh!!,3
@CocaBeenSlinky sorry  LOL,0
"i wish i was outside  thats the only thing thats gonna kill me about work all day, everyday during the summer.",0
it was actually so hot today ..the sun has got his hat on . every one has got a tan except me,0
"Ugh.. apparantly doc authorized my refills on tuesday (and ready to be picked up), but the order status online still says waiting review.",0
Hey u forgot me!,2
@Avas_Writer aww no which one?,0
@SQLSarg sorry about that,2
@mileycyrus sorryyy milerz that i can't vote i would love to vote but it doesn't works i'm sad  and very frustraded  :@ :@ --__--,0
@__SANDY i dont know! they sent out emails using my account about random stuff i didnt even understand i changed all my passwords,2
@lizacosta Agreed...this time of the year we should change the motto to &quot;The Soggy State&quot;...my backyard looks like a swimming pool,1
Is sad when people's phones are dead,0
"Have to leave to meet @boriori now. I'm looking forward to seeing him, but I'm so not done what I wanted to. Boo-urns. Wish I was @ work.",2
Just came back from school.... Packing for my dad's house,2
On my way to LA. Running a little bit late,0
@RetroRewind That is the 3rd NKOTB contest that Canadians can't enter   The overseas fans have theirs now!  It's bound to be our turn!,0
I wont be taking my test until 06/27/09,0
got an email from my auntie bout fathers day... mothers day w/seven moms but fathers day will consist of 2 dads    #realitycheck,3
I've been to Best Buy &amp; Target and still no Electrik Red album! I'm loosing hope..they've never even heard of the girls,2
@TRcatanese tx me i have a new fone and i dont have anyones numbers,2
i keep reading contracts as cataracts... Someone should bring me panera,0
@glennbeck My husband is loosing his GOVERMENT job due to downsizing-he is looking for a new job but can't find one in our small town,0
@JinBeautiful so i'm screwed,0
@iamdiddy  I love you and Day 26 but that video was questionable... can't say that I liked it,0
SCHOOL IS FINALLY OVER NO MORE TEST OR WORK YES!!!!!!! But im gunna miss alot of ppl,0
i wish i was at the beach already,2
NOOOOOOOOOOOOO! Amanda's cut her hair!  I LOVED her hair !,3
Headache,2
"@ORANGESTOAPPLES Well, don't point and laugh if I mess up or die of nervousness.",0
"after a great day at work with the kids, disappointment with my roof decal",0
@Puddynface2 Don't know yet  Lemme know if you come up with something though.,2
"@anotorias lol what bothers me is that i'm messing with my metabolism   drinking lots of water pretending its different food, Mmmm grapes!",0
@Frankmans: and this year I have summer school.,2
"@sky14kemea Yea, us 3 and Max @jenrolton Poor Trivun",0
Gonna miss my gurl while shes on her honeymoon,0
it's friday! trying to find something to do,3
Have somebody installed vCenter Server 4 on Windows 2008 x64 w SP2?  SP2 is not in the compability matrix,0
I don't feel so good after eating all that food  ugh.,0
"looking for my dog, she escaped",2
So hyped about E3. I wish I could go...,0
"@Jen_Walker21 sadly no, I'll be going to the killumbus show. I really want to but no one wants to drive me there",0
@roboreese Hulu no work in Canada,2
@Thorney88 i have tried Bulmers Pear Cider - Yuk and it made me bad for a few days!!,0
@Dougiemcfly  ive got a cold too... It sucks  and u were awesome in ipswitch xD,3
"@rawritsria just got a text by now the one on michigan is empty, dont know about state street yet",0
"ouuuuuuuuuchhhhhhhh, still hurting from the Barca spanking",0
Is Google Maps not working for anyone else?,2
"Warning tweeting while ridding a Bike is dangero, waaaaaaa!!! *crash*",2
@latinamarie She's the ruddy manageress - 2nd bad job from her. I can never find a good place beyond 1 or 2 cuts,0
@laurarenee411 I'm so sorry!  I saw it too and it shocked me to the core.,2
"http://bit.ly/UnRyF  I want this, but...",0
God i'm so sleepy today I can barely focus,2
"@BoHeMyth: Very interested. However, low carbs for the next month means no beer for me",0
"Just got my paycheck... April bonus can b deposited 2day the rest, gotta wait til Mon.",3
hasn't had time to go on twitter since working full time!,0
fun times. just broke my usb stick.. like literally broke it..,0
"Had a nice visit last night from a boy with voracious stubble, does anyone know what to do about a raw chin? haha",3
Waiting for my momma so i can go to Chase and see what the hell they doin with my money. i miss WAMU,3
@BookLoveHer I was really disappointed with the whole &quot;promiscuous girl&quot; thing. congrats on her success but i think wasted talent,3
@ilyChrisBreezy lol awww lol i will i can't do it now lol cauz i have to work  but i will make one and tell you love you 2 oxoxoteambreezy,0
i neeeeed plans. no one can hang out tomorrow. booo.,0
@MrsKerryKatona glad 2hear it kerry!!! didnt know u were on gmtv this morning &amp; i missed it!,3
"@SteamPowered damn, so many good deals...you guys have a conspiracy to steal all my money",2
oh no noisy family who live next door are back from holiday  there goes my peace and quiet,0
OMG  I BROKE DOWN AND HAD PIZZA BECAUSE I WAS STRESSED OUT  @Thefatboys @theunclelouie @princemarkiedee you mad at me?,0
@dabusStop thats terrible  I enjoy being with you every minute!,0
god... im suffering greatly... having no hair + sitting in blazing sunshine = v v bad sunburn,0
haha aww ok now back to bionomial expansion  ugh! joy,0
"@MandyyJirouxx: I live in germany, it costs a lot too!  I wish you could follow me anyway..",0
