content,sentiment
"@inlovewitharmy What timeeee? My mom says I have to do something daw tomorrow, eh. But we're never compelte!",2
"@InLoveWithJonas Hey, I made us a house on the Sims! Oh and you have like a perfect balance and i'm always lacking stuff like fun etc!",1
@InLuvwithJON Have you managed to breathe since getting the news?,1
@InnoLab Yes - it's an article I wrote on my blog a while ago.,0
@innonate @juliaxgulia Can't figure out how to reply on Tumblr sorry! I don't get into NYC until 6/4 so I can't go to any events b4 then,2
@innonate @juliaxgulia Can't figure out how to reply on Tumblr sorry! I don't get into NYC until 6/4 so I can't go to any events b4 then,2
@InnyVinny why thank you!  u out tonight?,1
@inrsoul argh. Interested. Time maybe can't go. Maybe.,1
@inrsoul argh. Interested. Time maybe can't go. Maybe.,1
"@inrsoul I can't buy, only rent!",0
"@insaneboingo Oh, he's hilarious. I'm just commenting on the fact that he's there so much.",0
@insic Anytime,1
@InsideGaming No flame wars on this weeks episode?,0
@insomnia I shall drink lots,0
"@insteadofdeath this is really helpful,  you swear a lot, i just realized. haha.",1
@intelamber so how are you doing this morning ?,0
@IntelliCAD Perfect! Thank you.  &lt;3&lt;3,1
@interpunkt wow that was easy! Thank you,1
@IntriguingDs ... same to you!,1
"@introversimonDu sounds good.  and yeah, I turn 21 tomorrow so I'll definitely be partying.",1
@INTYCEYOU hey love whats up! my voice is shot  whats new with you,1
"@inuyaki Macs, food, Spam ... I knew I had to follow you.",1
"@invalid_reality morning trish, have fun today",0
@INVAZN me too  Thats why im driving down to Cali in July for HIN Pleasanton.,0
@InvisibleOrchid Thank you  I'd share my sundae with you but it's really late and @dr_crane says we shouldn't tell people where we are,0
@InvisibleOrchid Thank you  I'd share my sundae with you but it's really late and @dr_crane says we shouldn't tell people where we are,0
@inyiyruma You're welcome,0
@ioeides Hello you! welcome to the twitterverse,0
@iPat143  hmm.. idk that song.,1
@iPat143  hmm.. idk that song.,1
@iphonegirl totally! except we can't ride on the sidewalk like when we were kids.  a lot more safe than on the road with crazy drivers.,1
"@ireal Well alright. But #dollhouse is still fricking awesome. Elisha's performance in last weeks episode sold me there too, finally",1
@ireallydohate nooooo dont do that.  I just get a rash of nobodies trying to sell me something.,0
@irenedepp that includes YOU.,0
@irgxana  I know... kittie should be a professional....,0
@Irish_Jean awessomee! cut my hurrr i give massage? orr alkie? or foodtour? yeaaah! &amp;i'll pray for ur cousin,1
@Irish1974 Its Bank Holiday here so day off,1
"@Irish1974 Yeah, it's good.  Just startled me.",1
@irishjonasfan lol now your making me feel bad for not coming on  lol,2
@irishpixie36 ok Im off to pc world then  x x tweet u later x x lol,1
@irishprincess41 it was great to meet ya katie...awesome shows for sure!! Safe travels home.,1
@irisush im glad  i dont have to go out...,1
@irize yea yea  im about to torture myself by doing a stanky leg marathon..ima do the dance for hrs til I can't no mo,2
@irkengir It is a recession,2
@irkengir It is a recession,2
"@irkengir No. As a result, the salary is a decrease",2
"@irkengir No. As a result, the salary is a decrease",2
@IronLantern Yup. And pulse.im is withstanding the hits so far,1
@irontec Thanks for the support,1
@irrationallogic Yeah daw. Awww...  Wear a mask na!,2
@irrationallogic Yeah daw. Awww...  Wear a mask na!,2
"@is_selene: oh god, you have no idea..how much I fucking miss you!!! ",2
"@IsaacMascote  i'm sorry people are so rude to you, isaac, they should get some manners and know better than to be so lewd!",2
"@IsaacMascote  i'm sorry people are so rude to you, isaac, they should get some manners and know better than to be so lewd!",2
@isaacn86 Thanks! Funny cause it's true!,1
@isabelauribeee that's not good to hear!  i hope everything is fine..i will keep you &amp; your family in prayer! I LOVE YOU ISABELA URIBE,1
@isabellacane Thanks! I was gonna make a joke and say they look just like mine!,1
@isacullen  yay thanku! *hugs*,1
@isacullen  yay thanku! *hugs*,1
@isacullen i want more,1
@IsaGoksu  http://yfrog.com/11z2ip  nothing there,0
"@Isapersefone D Well, if you got that DVD then you should get those books too!",1
"@Isapersefone I'm not really sure bout that. Maybe  You could.. Idk, I've never bought anything from it",0
@iseric ill buy you one,1
@ishaka Thanks,1
@ishakey yea so wassup,0
@ishaNikki congratss to them,1
@ishmael5 http://bit.ly/Msize  There you go dear  I love her Janelle,1
"@IshraSharif ISHRA!! haha, cassie ventura? ...not after her haircut! where were you yesterday during the beat music awards?",1
"@iskrin I haven't got ANY cupcakes yet  I was hoping if I said it enough, some would appear!",0
"@iskrin I haven't got ANY cupcakes yet  I was hoping if I said it enough, some would appear!",0
@iskrin rubbish!,3
@isla_fisher Hey!! How are u??did u got my reply??,0
@islamqa And you as well bro,0
@islandidea We knew what what you meant!,1
@islandprincess2 LMAO!! That is so funny!  Thanks for sharing...I needed that laugh,1
@ismh i don't have anything being fwd through to mobileme and the last week i've gotten at least 4 -5 spam messages a day,0
"@isparkleen wow, that's good",1
@ispybeauty philly was soooo fun. im trying to come to sea isle asap. im working alot the next two weeks tho b/c alot of peole asked off,1
@israeliwine They should add Dunkin Donuts to their menu too.,0
@israeliwine They should add Dunkin Donuts to their menu too.,0
@issacfourth haha dork .. That sounds so yummy .. Share!,0
@issacfourth haha dork .. That sounds so yummy .. Share!,0
@issaleuterio did you watch it?,0
@istribawel haha iya  starting to tweet again krn mitzy baru ber-tweeter jg Nit.,1
@isuhin O dear. so you're going to be fucking that kiddoe and I'm going to sit there doing..  nothing! awesome  WHERES THE SHOPPING?!&lt;3,1
"@ItalyJames wutz good, i sent u that emai again, get at me girl  614 638 0255",0
@itamarw #momoTLV is always good  IVA will have a special price for  #momoTLV guests..,1
@itouchiphone thanks got it will contact you if i am having troubles!Thanks,1
@Its_Aitana K ??? What??? No way!!!! No,2
@Its_Claire its sunny here  I will send some over to you,0
@Its_Claire LOL  I will buy u some big star wars pants 4 Xmas !!!,1
"@Its_Claire now I wanna get me some warp pants,,,,",0
@its_erincharde yea as an afterthought,0
@itsAnnaFriel Hey Anna.I bet you look so cute when ur blushing,1
@itschelseastaub http://twitpic.com/4vp3x - *swoon* Nick looks so cute when he is serious  *faints*,1
@itschristablack aaaa i cant go to his pagee  It really exist?,0
@itschristablack I am so stoked on seeing you with the Jonas Brothers,1
@itsfrankybitch  dont make me sad... i do agree tho it does need some more of SA's magical lyrics,2
@itshazel wow five years? Congrats,1
@ItsIan ohhh your soo lucky it is nice out. Here it is rainy and humid.,1
@itsjakey I love it when you call me chica,1
@itsJorx what do you mean jorx?,0
"@ItsJustDi Been there done that with the laundry!  you know it sucks, but it is so nice to of them to do it...just say thanks.",0
"@ItsKanye tnx following, looking forward to tweet with you..",1
@itslauraaa Yeah i like it,1
@itsleish That it does  just wish more people would notice it,0
@itsleish That it does  just wish more people would notice it,0
@itslisali Too bad I can't come!  Enjoy urself tho.,2
@ItsMeEMG It was bomb. I haven't had ur food in a while  ,1
@ItsMeGregory you're so far,0
@ItsNeet Teehee..I know it too!,1
@itsNICKJONAS hi Nick! I really like the serie JONAS  it's awesome! See you soon in the concert! kisses - Marta,1
@itsonlytuesday I would if I wasn't working today.,2
@itsonlywords You're welcome!,1
@itsQ LMAO... Smh!  that one threw me off.,1
"@itsSamaraMorgan Gosh, no need to be so rude.",0
@itssmarieeee haha i see im so bored rite now.. it seems like everyone is headin to vegas this weekend,0
@ItStartsWithUs hey!  sorry for the late reply.but i do plan on posting on both facebook and twitpic.,1
@itstayloryall Im so sad we missed you at Family Reunion!!,2
@itstayloryall Im so sad we missed you at Family Reunion!!,2
"@itstrizunigs actually, the web works fine. tweetdeck seems to be the culprit  sadness! it's done this at two diff. locations",2
@ITTO88 @walls6 well its pouring here. Rly rly wet,0
@ITTO88 @walls6 well its pouring here. Rly rly wet,0
@ITTO88 dear ITTO what could possibly be THAT bad? Xo,1
@Itxi_Itx no credits for me unfortunately!,2
@iunfold That's true  I never believe my staff when they call in sick on Mondays or Fridays - LOL!,2
@IvanaE i love it to.. but i knw there gna cut stuff out on tv,2
@IvanaE i love it to.. but i knw there gna cut stuff out on tv,2
"@IvanaF Oh, that would be riveting TV!   Trips to the break room, coffee, toothpicks in the eyes to keep them open.",0
"@IvanaF Oh, that would be riveting TV!   Trips to the break room, coffee, toothpicks in the eyes to keep them open.",0
@IvanaF Right now it is 5:07am.  Ugghhh.,0
@IvanaF Right now it is 5:07am.  Ugghhh.,0
"@ivanjohnivan Well actually - Larin is my name. The &quot;model&quot; is what I do  (besides sleeping, crawling, etc..)",0
"@ivanjohnivan Well actually - Larin is my name. The &quot;model&quot; is what I do  (besides sleeping, crawling, etc..)",0
"@ivansharris Hey, where do you go last night?  Was expecting to see you @ On Broadway.",2
@iveeanne happy mothers day to you as well!,1
@iveland don't know it really hurt my arm. guess you have to booze me.. or just ask @hpeikemo or @erlandwienke if you don't believe me!,2
@IvoryValentine have you seen &quot;The Fifth Element&quot;? makes &quot;super green&quot; a lot funnier,1
@Ivy_Blue - the chauffeur from &quot;Some Kind of Wonderful&quot; was my idea of a perfect woman,1
@Ivy_Blue - the chauffeur from &quot;Some Kind of Wonderful&quot; was my idea of a perfect woman,1
@ivyandres its a nice pair of shoes. i checked other nike shoes if its worth buying... it is,0
@ixtumea like the name  what kind did you get?,0
"@IzaArtillero oh, coo; i was suppose to be an intern too!  but dangit, SAT. :| so how's the intern life? haha",1
"@IzaArtillero oh, coo; i was suppose to be an intern too!  but dangit, SAT. :| so how's the intern life? haha",1
@Izzndsophtv i want to experience snow  we don't have snow here and it sucks,2
"@Izzy_Artest  LOVING YOU. Haha =] join the club than! lol please  HAC 36 or 40cm is calling you. Jon told me about Ron, you can do it! LOL",1
"@IzzyJ_Is_Here oh hun, i'm sorry... out of everything you've been through, the last thing you deserve is to be unhappy at home..",2
"@IzzySc Hi Isla! I hope it does, too.",0
@izzyvideo Izzy!!! So sorry to hear that - what a disaster,2
@izzyvideo Izzy!!! So sorry to hear that - what a disaster,2
@J_Stathamfans1  You sure are dedicated...Gotta love that!!!  Have a great &amp; productive day,0
"@J00wish will do  it's only ???®?´34.99 on play.com, so might just buy it, it certainly looks and sounds good enough! i'm excited for it lol",1
@J0HNNYWYATT amazing tonight glad I could share it with you baby. You are my sunshine,1
@j0shu4 idk... maybe...,0
@J14magazine HaHa i Forgot...It'll Probably Be On Youtube...So I'll Watch It Later,1
@J2thaESSICA also just spoke to my &lt;3...              ???®?´tear???®?´,0
@J2thaESSICA yeah dnt go there.. I have 3 dif apps on my phone for it  so sad but there is a reason as to why lol,2
@J2thaESSICA yeah dnt go there.. I have 3 dif apps on my phone for it  so sad but there is a reason as to why lol,2
"@j3nn1e ooh good!  im starting with the hardest one, gonna be at it all day. ive locked my door and im only leaving for food and toilet! x",1
@j4mes_c ive sorted it now operating system and all apps are on a seperate 60gb drive,0
@j4mes_c ive sorted it now operating system and all apps are on a seperate 60gb drive,0
@j6fras same but I got hated for it. #progod #progun #SemST,0
@Ja101 Makes me wish I had dogs instead of cats!,1
@jaackyx ha you'll do fine! just be positive!  &amp;aha i know huh. wht a long conversation. i remeber you and allyson did even lnger ones! x],1
@jacehall http://twitpic.com/4nbx4 - great photo! bravi! we are looking forward for the upcoming pilot in Italy too,1
"@jacelarson He's not concerned about women's health, it's all about control. Stay outta my lady parts, Mr. Patrick! #SemST",3
@Jaceyjaden whoa!! hahaha! wee going there in a bit! just watching Hugh Jackman's interview at Oprah.,1
@jaceypants well piss on that. I can't get into their site @ work nor does it come thru on my phone.,2
